protein_id,kd,scoreSB_CB,scoreMDS_CB,scoreMDW_CB,scoreKP_CB,scoreRRP_CB,scoreMNJ_Etot_CB,scoreMNJ_Elj_CB,scoreMNJ_Ee_CB,scoreMNJ_Ehb_CB,scoreEE_CB,scoreEC_CB,scoreSB_CA,scoreMDS_CA,scoreMDW_CA,scoreKP_CA,scoreRRP_CA,scoreMNJ_Etot_CA,scoreMNJ_Elj_CA,scoreMNJ_Ee_CA,scoreMNJ_Ehb_CA,scoreEE_CA,scoreEC_CA,scoreSB_BB_NB_CB,scoreMDS_BB_NB_CB,scoreMDW_BB_NB_CB,scoreKP_BB_NB_CB,scoreRRP_BB_NB_CB,scoreMNJ_BB_NB_Etot_CB,scoreMNJ_BB_NB_Elj_CB,scoreMNJ_BB_NB_Ee_CB,scoreMNJ_BB_NB_Ehb_CB,scoreEE_BB_NB_CB,scoreEC_BB_NB_CB,scoreSB_BB_Bt_CA,scoreSB_BB_B_CA,scoreSB_BB_NB_CA,scoreMDS_BB_NB_CA,scoreMDW_BB_NB_CA,scoreKP_BB_NB_CA,scoreRRP_BB_B_CA,scoreRRP_BB_NB_CA,scoreMNJ_BB_NB_Etot_CA,scoreMNJ_BB_NB_Elj_CA,scoreMNJ_BB_NB_Ee_CA,scoreMNJ_BB_NB_Ehb_CA,scoreEE_BB_NB_CA,scoreEC_BB_NB_CA
best_model_3480,4.31798069780998,25.18,39.66,28.8,4.22,-9.12,101.69,98.42,3.89,-0.62,12.18,13.18,3.98,14.92,9.15,2.68,4.1,62.53,60.58,2.04,-0.09,12.74,14.1,0.74,0.93,0.84,3.8,-0.27,-2.08,-2.12,0.07,-0.03,0.4,3.53,-1,2,0.62,0.76,0.72,-2.86,-0.27,0.31,-0.37,-0.38,0.02,-0.01,0.3,2.28
best_model_3481,3.96586162867566,23.34,27.33,23.39,3.08,-30.61,37.03,35,3.05,-1.02,9.38,10.46,5.86,15.38,11.12,2.1,-0.35,35.95,33.63,2.52,-0.21,12.78,15.52,0.7,0.72,0.77,0.82,-0.18,-1.32,-1.37,0.07,-0.02,0.36,3.12,0,2,0.59,0.62,0.64,-4.24,-0.22,0.31,-0.37,-0.36,0,-0.01,0.3,2.23
best_model_3482,4.34600437177334,8.41,22.93,10.81,3.88,-13.38,-8.2,-11.17,3.82,-0.85,11.52,12.02,5.28,16.84,8.08,1.8,-0.79,87.47,85.37,2.2,-0.1,13.12,14.24,0.75,0.77,0.76,1.78,-0.11,-1.69,-1.72,0.05,-0.02,0.4,3.39,-1,2,0.61,0.75,0.7,-3.18,-0.24,0.3,-0.43,-0.44,0.02,-0.01,0.29,2.18
best_model_3483,5.04484845012076,22.51,38.89,27.87,2.02,-6.79,-2.57,-5.66,4,-0.91,4.18,4.72,1.13,13.51,8.19,-0.18,-1.94,5.6,3.52,2.29,-0.2,4.3,3.7,0.54,0.51,0.58,-0.32,-0.27,-1.9,-1.93,0.06,-0.03,0.41,3.32,1,-1,0.62,0.59,0.6,-2.22,-0.23,0.25,-0.3,-0.29,0,-0.01,0.3,2.21
best_model_3484,4.52206390634047,1.73,7.84,3.33,0.58,-4.12,-170.17,-169.35,-0.39,-0.44,0.44,2.2,0.63,13.02,4.5,1.2,-0.07,-25.47,-27.29,1.95,-0.13,-0.26,2.54,0.5,0.48,0.54,0.2,-0.31,-0.79,-0.83,0.05,-0.02,0.41,3.45,1,-1,0.43,0.36,0.41,-3.36,-0.24,0.24,-0.5,-0.48,-0.02,-0.01,0.29,2.15
best_model_3485,4.76869179935219,21.51,28.48,23.85,1.86,-4.43,26.35,24.43,2.52,-0.6,7.7,6.42,3.55,14.71,10.96,0.52,1.33,84.26,82.1,2.28,-0.12,11.16,11.02,0.51,0.44,0.47,-0.58,-0.28,-1.53,-1.56,0.05,-0.02,0.36,3.13,1,-1,0.64,0.71,0.65,-1.1,-0.28,0.28,-0.46,-0.47,0.01,-0.01,0.3,2.28
best_model_3486,4.79501599466978,6.95,19.87,9.63,3.8,-8.22,-8.21,-11.53,3.8,-0.48,9.48,11.42,2.94,13.86,8.77,0.6,2.94,41.34,39.31,2.12,-0.09,9.94,11.66,0.51,0.51,0.59,0.58,-0.18,-1.6,-1.62,0.04,-0.03,0.33,3.22,0,-1,0.65,0.74,0.7,-0.92,-0.22,0.29,-0.33,-0.34,0.02,-0.01,0.3,2.25
best_model_3487,4.99909920320026,4.97,11.7,5.41,2.18,-14.89,34.09,32.77,1.79,-0.47,9.94,9.08,3.15,14.75,7.66,0.66,3.21,46.33,44.19,2.25,-0.11,9.56,10.14,0.67,0.63,0.65,0.06,-0.06,-1.19,-1.22,0.05,-0.02,0.36,2.91,1,-1,0.63,0.71,0.64,-1.42,-0.22,0.3,-0.5,-0.5,0.01,-0.01,0.28,2.18
best_model_3488,4.40814108199505,22.52,40.06,28.42,2.08,-4.79,3.78,0.36,3.89,-0.47,4.38,4.86,2.18,15.96,9.23,0.74,-2.2,8.4,6.32,2.2,-0.13,4.58,3.32,0.5,0.55,0.56,-0.1,-0.32,-2.15,-2.2,0.07,-0.03,0.36,2.91,1,2,0.6,0.61,0.64,-3.82,-1.09,0.28,-0.3,-0.29,0,-0.01,0.29,2.11
best_model_3489,4.23580874833602,18.6,26.14,23.01,0.38,-16.72,-151.9,-153.14,2.73,-1.48,3.2,2.94,3.33,18.51,9.88,0.94,1.38,-12.1,-15.86,3.99,-0.23,3.5,4.94,0.51,0.47,0.53,-1.16,-0.19,-1.8,-1.81,0.04,-0.02,0.37,3.12,0,2,0.64,0.77,0.72,-0.92,-0.24,0.29,-0.2,-0.21,0.02,-0.01,0.31,2.27
best_model_349,6.23544842961611,6,11.86,8.67,0.64,0.07,-53.15,-57.8,5.57,-0.93,3.18,1.44,2.2,1.38,1.65,-1.12,6.55,-8.13,-9.75,1.89,-0.27,0.24,-2.2,5.47,6.48,5.96,49.86,-2.31,-47.98,-48.31,0.49,-0.16,0.86,8.89,-9,-2,3.83,4.18,4.17,24.3,-0.43,1.14,-4.28,-4.43,0.23,-0.08,0.5,5.79
best_model_3490,4.1184442977325,24.26,40.81,27.9,3.26,-3.05,19.51,16.24,3.83,-0.56,8.5,8.6,3.01,15.07,8.67,1.46,1.09,88.11,86.07,2.14,-0.1,11.06,11.28,0.5,0.51,0.55,-1.56,-0.18,-2.01,-2.03,0.04,-0.02,0.34,2.95,1,2,0.63,0.73,0.66,-1.1,-0.28,0.28,-0.43,-0.44,0.02,-0.01,0.31,2.31
best_model_3491,3.85942547668566,7.2,19.67,10.64,2.88,-39.77,-131.54,-134.57,3.42,-0.39,10.06,11.86,3.66,14.54,9.91,0.12,2.87,36.57,34.49,2.18,-0.1,10.42,11.94,0.55,0.49,0.58,-0.92,-0.14,-1.82,-1.87,0.07,-0.02,0.4,3.48,1,2,0.61,0.63,0.62,-2.18,-0.19,0.26,-0.15,-0.14,0,-0.01,0.29,2.14
best_model_3492,4.58420061656222,5.8,14.3,6.73,2.22,-17.77,65.93,64.56,1.84,-0.47,11.36,9.5,3.96,17.28,8.94,0.7,0.99,63.86,61.75,2.2,-0.1,10.98,10.56,0.65,0.69,0.76,-2.76,-0.26,-2.05,-2.08,0.06,-0.03,0.4,2.9,0,2,0.63,0.75,0.69,-1.58,-0.26,0.32,-0.61,-0.62,0.02,-0.01,0.3,2.17
best_model_3493,5.69794328154768,6.96,21.01,14.62,2.84,-4.19,4.3,1.52,3.23,-0.45,4.26,4.24,3.05,14.39,13.14,-0.68,0.73,7.9,6,1.98,-0.07,4.72,4.32,0.51,0.48,0.53,-1.44,-0.16,-1.77,-1.78,0.03,-0.02,0.38,3.31,1,2,0.61,0.69,0.65,-2.52,-0.26,0.29,-0.18,-0.18,0.01,-0.01,0.35,2.34
best_model_3494,4.95771397532171,21.15,25.12,26.76,1.2,-7.92,8.05,6.26,2.27,-0.48,3.24,3.12,2.48,10.84,12.71,-1.04,-2.34,-99.43,-100.72,2.08,-0.79,3.94,4,0.31,0.28,0.32,-2.44,-0.2,-1.67,-1.67,0.03,-0.02,0.36,2.79,0,-1,0.67,0.86,0.79,0.68,-0.22,0.26,-0.14,-0.18,0.04,-0.01,0.35,2.45
best_model_3495,9.33650495261311,4.12,7.55,0.34,7.7,-18.87,25.11,26.9,-1.63,-0.16,22.06,26.46,-0.22,3.83,2.31,6.02,-0.86,-91.77,-91.84,0.09,-0.02,10.38,14.16,2.32,2.95,2.69,9.72,-1.03,2.53,2.48,0.07,-0.03,1.7,15.15,-4,-4,0.6,1.31,0.78,8.92,-2.99,0.5,-3.44,-3.55,0.14,-0.04,1.65,13.56
best_model_3496,8.93393218924364,4.5,8.82,1.36,7.74,-20.56,14.38,16.24,-1.68,-0.17,23.82,26.98,-0.22,3.83,2.31,6.02,-0.14,-89.94,-90,0.09,-0.02,10.38,14.16,2.53,3.07,2.83,10.82,-1.29,7.34,7.26,0.1,-0.02,1.71,15.16,-4,-4,0.8,1.42,0.98,7.84,-2.99,0.41,-2.64,-2.74,0.13,-0.03,1.63,13.21
best_model_3497,9.44562975864043,4.5,8.82,1.36,7.74,-20.37,16.29,18.18,-1.72,-0.17,23.82,26.98,-0.22,3.83,2.31,6.02,-0.22,-83.97,-84.04,0.09,-0.02,10.38,14.16,2.45,2.95,2.79,11.1,-0.88,4.89,4.82,0.09,-0.02,1.69,15.09,-4,-4,0.57,1.08,0.71,6.76,-2.82,0.52,-2.13,-2.21,0.12,-0.03,1.62,13.09
best_model_3498,9.31617622484707,4.5,8.82,1.36,7.74,-19.1,21.41,23.24,-1.71,-0.12,23.82,26.98,-0.22,3.83,2.31,6.02,-0.17,-86.86,-86.93,0.09,-0.02,10.38,14.16,2.33,2.88,2.71,9.84,-1.23,9.19,9.11,0.09,-0.02,1.65,15.17,-4,-4,0.58,1.11,0.72,7.96,-2.79,0.54,-2.23,-2.31,0.12,-0.03,1.6,13.22
best_model_3499,7.73853419143018,0.78,-1.37,0.26,2.08,0.64,21.75,19.42,2.51,-0.18,4.8,3.4,-0.84,-2.16,1.4,0.62,4.64,7.25,5.54,1.73,-0.02,3.46,1.8,3.21,4.12,3.4,38.04,-3.79,14.29,14.31,0.03,-0.05,1.96,20.21,8,-3,1.18,2.04,1.28,31.84,-0.44,1.04,0.91,0.81,0.11,-0.01,1.75,17.97
best_model_35,9.52116310954073,15.43,31.28,20.23,-3.78,-34.38,55.74,56.38,0.17,-0.81,17.46,-3.28,-0.14,17.56,2.07,-3.52,0.74,31.7,31.9,0,-0.2,9.96,-1.92,20.28,23.08,21.19,55.92,-4.18,-31.21,-31.28,0.26,-0.19,5.65,26.73,-3,1,11.04,13.81,12.13,27.02,-2.13,3.07,-1.15,-1.31,0.25,-0.1,4.13,18.21
best_model_350,6.52170358762058,3.48,2.38,5.28,-0.68,5.34,-37.71,-40.89,3.96,-0.78,0.86,-1.4,2.2,1.38,1.65,-1.12,6.6,-7.91,-9.54,1.89,-0.26,0.24,-2.2,6,6.99,6.48,48.06,-2.04,-66.86,-67.15,0.47,-0.18,0.8,9.06,-7,-2,3.29,3.63,3.64,25.64,-0.42,1.15,-4.63,-4.82,0.27,-0.08,0.47,5.69
best_model_3500,7.48277782091025,-1.14,-3.06,-0.63,0.94,-0.99,10.51,8.12,2.64,-0.25,2.86,0.68,-0.84,-2.16,1.4,0.62,4.72,7.08,5.35,1.74,-0.02,3.46,1.8,3.39,4.43,3.62,40.34,-3.22,14.63,14.59,0.08,-0.04,2.03,20.02,8,1,1.13,1.99,1.26,27.86,-0.49,1.08,0.55,0.45,0.11,-0.01,1.78,17.82
best_model_3501,8.03998737679418,-0.62,-3.32,-0.1,1.34,-3.67,36.75,34.45,2.44,-0.15,4.9,2.84,-0.84,-2.16,1.4,0.62,4.49,7.61,5.88,1.75,-0.02,3.46,1.8,3.32,3.98,3.44,37.16,-3.57,19.29,19.29,0.03,-0.04,1.97,19.63,8,-3,1.09,1.67,1.14,22.72,-0.49,1.03,0.64,0.59,0.07,-0.01,1.67,16.74
best_model_3502,8.19302282612115,-0.86,-1.83,-0.09,0.68,-0.37,17.29,14.95,2.52,-0.18,6.8,4.74,-0.84,-2.16,1.4,0.62,4.89,7.09,5.35,1.76,-0.02,3.46,1.8,3.33,3.96,3.42,39.04,-3.64,15.53,15.54,0.03,-0.04,1.94,19.73,8,-3,1.28,1.83,1.29,30.04,-0.46,1.07,0.61,0.55,0.07,-0.01,1.75,17.71
best_model_3503,7.94166412572558,-0.62,-3.32,-0.1,1.34,-1.11,18.45,16.12,2.49,-0.17,4.9,2.84,-0.84,-2.16,1.4,0.62,4.76,7.17,5.44,1.75,-0.02,3.46,1.8,3.21,3.91,3.36,35.6,-3.69,16.82,16.83,0.03,-0.04,1.94,19.89,8,-3,1.11,1.66,1.13,29.34,-0.44,1.01,0.54,0.49,0.07,-0.02,1.71,17.65
best_model_3504,4.69812344090764,4.16,18.59,6.23,4.94,-27.75,-297.68,-298.16,1.64,-1.16,3.66,-8.1,2.6,11.32,4.48,3.42,6.87,-5.31,-5.22,0,-0.09,-1.4,-9.68,10.16,12.33,11.44,12.84,-2.03,0.86,0.82,0.2,-0.17,4.94,27.5,-16,2,5.76,7.46,6.81,-10.96,-6.42,1.62,-4.35,-4.33,0.1,-0.13,4.15,21.98
best_model_3506,4.22108814404784,5.78,17.51,4.19,5.6,-16.42,-123.07,-122.3,-0.15,-0.62,7.36,-1.9,2.62,8.85,4.44,3.74,6.36,-3.99,-3.91,0,-0.08,-3.36,-10.14,10.05,12.18,11.36,6.58,-1.87,3.95,3.93,0.17,-0.16,4.95,27.05,-13,7,5.89,7.5,6.97,-14.88,-6.54,1.72,-3.8,-3.78,0.11,-0.12,4.18,21.81
best_model_3507,4.52206390634047,4.62,22.17,5.86,4.24,-20.42,-124.08,-124.99,1.64,-0.73,11.26,-1.82,1.04,13.13,2.89,1.72,6.93,-3.08,-3.01,0,-0.07,-0.98,-8.36,10.48,12.66,11.86,3.64,-2.27,7.9,7.85,0.2,-0.15,4.99,27.85,-13,6,5.7,7.35,6.77,-15.82,-6.5,1.67,-2.88,-2.84,0.07,-0.12,4.09,21.9
best_model_3508,5.26265521028619,7.38,22.31,5.9,6.74,-26.3,-241.06,-241.71,1.69,-1.04,9.62,-1.1,2.18,11.69,3.59,3,7,-5.24,-5.16,0,-0.08,-1.46,-8.94,10.53,12.83,11.93,11.28,-1.8,1.63,1.55,0.24,-0.16,4.94,27.28,-11,6,5.77,7.41,6.81,-13.88,-6.7,1.67,-4.13,-4.08,0.07,-0.12,4.1,21.79
best_model_3509,4.22108814404784,6.58,19.36,5.62,6.74,-18.43,-158.85,-159.8,1.65,-0.71,7.16,-3.86,2.6,11.32,4.48,3.42,6.86,-5.1,-5.01,0,-0.08,-1.4,-9.68,10.08,12.12,11.29,14.4,-2.42,1.57,1.57,0.17,-0.17,4.88,27.3,-13,0,5.75,7.42,6.86,-16.2,-6.37,1.66,-4.16,-4.11,0.07,-0.12,4.11,22.07
best_model_351,13.4843526298472,-0.68,0.71,1.81,-2,-3.68,-42.55,-44.19,2.28,-0.64,4.08,-3.62,2.2,4.59,2.5,0.08,5.33,6.82,5.08,1.84,-0.09,1.84,-2.6,5.86,6.32,6.33,55.18,-2.67,-25.27,-25.38,0.27,-0.15,1.13,8.39,4,-2,4.43,4.39,4.66,25.8,-0.4,1.13,-5.03,-5.07,0.14,-0.1,0.67,5.07
best_model_3510,4.22108814404784,6.78,24.59,9.81,5.66,-21.98,-192.69,-193.98,2.27,-0.98,2.68,-8.42,4.7,14.94,11,3.94,6.75,-4.04,-5.57,1.63,-0.1,-1.72,-10.12,9.73,11.95,11.11,10.32,-2.15,3.61,3.57,0.2,-0.15,4.93,27.29,-12,6,5.56,7.16,6.65,-12.14,-6.55,1.53,-3.87,-3.83,0.09,-0.13,4.06,21.56
best_model_3511,4.69812344090764,7.04,22.8,8.08,6.54,-20.01,-179.59,-180.43,1.66,-0.82,4.86,-6.66,2.66,14.08,3.59,2.88,7.33,-5.31,-5.23,0,-0.08,-1.74,-9.64,10.95,13.15,12.24,12.2,-2.45,5.62,5.54,0.23,-0.15,5.07,27.89,-12,4,5.6,7.32,6.7,-14.8,-6.78,1.58,-3.09,-3.02,0.06,-0.12,4.11,21.66
best_model_3512,4.52206390634047,5.58,18.19,5.47,5.28,-28.61,-291.89,-289.12,-1.65,-1.13,9.12,-1.6,2.28,10.67,4.11,3.12,6.49,-5.22,-5.14,0,-0.09,-1.94,-9.6,9.89,11.91,11.2,10.68,-2.01,6.98,6.95,0.19,-0.15,5.03,27.9,-13,5,5.71,7.37,6.83,-15.56,-6.63,1.63,-3.81,-3.77,0.09,-0.13,4.12,21.82
best_model_3513,6.22950016893087,7.46,22.07,6.1,6.36,-17.54,-168.62,-169.49,1.6,-0.73,10.8,0.3,2.18,11.69,3.59,3,7.01,-4.84,-4.76,0,-0.08,-1.46,-8.94,9.81,12.01,11.15,15.64,-2.46,5.77,5.67,0.26,-0.16,4.94,27.48,-13,2,5.92,7.57,6.98,-13.04,-6.44,1.61,-3.94,-3.92,0.11,-0.13,4.16,22.15
best_model_3514,6.19816606287434,6.7,22.14,5.17,6.22,-29.33,-309.93,-310.33,1.64,-1.24,9.66,-1.38,2.6,11.32,4.48,3.42,6.83,-5.26,-5.18,0,-0.09,-1.4,-9.68,11.12,13.32,12.47,12.04,-1.99,3.65,3.6,0.2,-0.15,5.06,27.87,-12,0,5.9,7.51,7.01,-16,-6.43,1.67,-3.26,-3.24,0.1,-0.12,4.19,21.89
best_model_3515,6.38184970174603,7.86,22.51,6.82,7.3,-25.89,-265.53,-266.09,1.64,-1.08,8.44,-2.4,2.6,11.32,4.48,3.42,6.78,-5.18,-5.1,0,-0.09,-1.4,-9.68,9.55,11.61,10.79,14.92,-2.05,1.21,1.17,0.21,-0.17,4.93,27.66,-13,5,5.34,6.92,6.43,-11.9,-6.16,1.66,-3.62,-3.58,0.09,-0.12,4.1,22.01
best_model_3516,7.69758296282779,-3.88,2.23,0.92,-3.04,3.51,-55.49,-54.47,0.18,-1.2,5.98,-9.12,-4.12,-4.19,-4.77,-2.92,4.96,-3.99,-1.93,-1.94,-0.12,1.84,-2.74,12.19,13.81,13.26,-1.02,1.4,-19.58,-19.73,0.37,-0.22,5.61,39.57,-49,6,2.39,4.28,3.7,-27.98,-0.76,3.34,-3.11,-3.36,0.36,-0.12,3.83,27.37
best_model_3517,6.58384029784234,-4.74,21.15,10.45,-2.52,-11.36,-16.74,-17.77,1.87,-0.84,13.96,-7.7,-3.58,2.48,-2.03,-2.16,12.14,-4,-2.32,-1.45,-0.23,1.36,-5.4,30.66,34.76,32.67,44.82,-0.23,-32.49,-32.65,0.66,-0.5,12.65,80.64,-69,9,9.93,14.78,11.97,8.82,-6.49,9.18,-13.24,-13.84,0.91,-0.3,9.06,60.46
best_model_3518,6.56745283454103,-5.1,18.19,9.2,-2.86,-10.51,2.97,1.97,1.8,-0.8,12.92,-7.82,-3.58,2.48,-2.03,-2.16,12.31,-3.97,-2.3,-1.44,-0.24,1.36,-5.4,32.44,36.98,34.73,49.58,-1,-34.53,-34.79,0.77,-0.52,12.78,81.56,-63,8,10.31,15.34,12.45,11.04,-6.47,9.16,-13.64,-14.27,0.93,-0.31,9.16,60.89
best_model_3519,7.69758296282779,-4.7,17.69,8.92,-2.12,-15.08,-31.32,-32.37,1.86,-0.82,13.42,-7.1,-3.58,2.48,-2.03,-2.16,12.41,-3.86,-2.21,-1.42,-0.23,1.36,-5.4,32.79,37.07,35.02,44.64,-0.48,-29.68,-29.86,0.68,-0.5,12.71,80.82,-67,8,10.48,15.37,12.54,7.78,-6.59,9.18,-13.62,-14.23,0.91,-0.31,9.11,60.56
best_model_352,13.4843526298472,1.16,0.67,3.41,-0.46,-1.28,-25.06,-26.75,2.24,-0.55,1.86,-4.8,3.06,3.1,1.42,0.5,4.66,4.73,2.99,1.83,-0.09,-0.46,-3.46,5.6,6.04,6.17,53.36,-2.1,-20.49,-20.66,0.32,-0.14,1.01,7.82,5,0,3.63,3.58,3.88,22.1,-0.48,1.17,-4.11,-4.12,0.12,-0.1,0.61,4.59
best_model_3520,7.79447551658993,-4.7,17.69,8.92,-2.12,-11.02,-18.1,-19.16,1.86,-0.8,13.42,-7.1,-3.58,2.48,-2.03,-2.16,12.34,-3.64,-1.99,-1.43,-0.22,1.36,-5.4,29.92,34.19,32.16,41.62,-0.87,-28.38,-28.58,0.69,-0.5,12.51,79.51,-69,8,9.58,14.3,11.64,0.44,-6.56,9.06,-13.8,-14.35,0.86,-0.31,8.96,59.64
best_model_3521,7.91939174431542,-3.78,18.18,9.08,-1.98,-14.8,27.47,26.25,2.06,-0.84,12.36,-8.26,-1.8,13.34,2.71,-0.92,12.62,-2.22,-2.16,0.18,-0.23,1.88,-4.66,32.35,36.57,34.53,41.6,-0.39,-28.48,-28.61,0.63,-0.5,12.76,80.96,-65,8,10.41,15.41,12.54,9.6,-6.32,9.08,-13.85,-14.48,0.94,-0.31,9.16,60.53
best_model_3522,6.79465567594989,-4.7,17.69,8.92,-2.12,-11.39,8.61,7.59,1.83,-0.81,13.42,-7.1,-3.58,2.48,-2.03,-2.16,12.23,-3.9,-2.23,-1.43,-0.23,1.36,-5.4,31.92,36.2,34.12,44.22,-0.08,-28.46,-28.65,0.68,-0.49,12.63,80.08,-71,11,10.12,15.02,12.23,9.46,-6.55,9.2,-13.56,-14.18,0.94,-0.31,9.13,60.2
best_model_3523,5.4574373704637,1.9,6.39,12.66,1.64,-49.43,-58.18,-62.58,5.25,-0.85,10.08,2.64,-2,12.71,13.07,-0.28,8.54,-28.57,-30.69,2.36,-0.25,8.38,2.42,28.06,31.73,30.36,54.82,-5.93,-43.4,-43.44,0.38,-0.34,11.17,76.97,-32,7,8.77,11.82,10.73,-22.08,-15.29,6.16,-3.47,-3.48,0.2,-0.19,8.04,53.45
best_model_3524,9.15325261870825,7.46,58.18,36.25,3.72,-215.81,-4230.7,-4233.06,10.74,-8.37,24.46,14.4,5.4,40.03,32.93,3.48,-223.49,-2227.56,-2230.23,10.2,-7.53,7.06,1,24,26.81,25.9,42.16,0.38,-35.29,-35.25,0.33,-0.37,7.76,54.2,-74,-1,5.62,7.99,8.11,1.72,-15.08,5.65,-25.71,-25.69,0.26,-0.28,5.45,40.17
best_model_3525,8.18561166306765,7.1,52.8,37.74,4.84,-277.48,-6820.92,-6821.17,4.23,-3.98,26.88,16.84,21.23,64.74,54.86,2.94,-95.42,-1435.72,-1441.66,6.29,-0.34,9.56,4.1,22.46,25.42,24.39,50.62,0.91,-33.29,-33.3,0.37,-0.36,8.01,55.5,-78,3,5.67,7.84,7.99,-1.74,-17.44,5.57,-24.94,-24.87,0.2,-0.27,5.53,40.4
best_model_3526,7.97737324350104,0.33,29.39,21.63,0.44,-230.54,-438.98,-437.13,1.94,-3.79,24.36,8.86,3.37,27.88,26.52,3.4,-214.61,-1041.31,-1041.87,6.73,-6.17,5,0.32,22.43,25.47,24.43,43.68,-0.72,-46.69,-46.74,0.43,-0.38,7.96,54.77,-75,6,5.6,8.02,8.09,0.66,-17.34,5.31,-21.48,-21.53,0.32,-0.28,5.47,40.16
best_model_3527,8.11204755018967,0.33,29.39,21.63,0.44,-230.54,-438.98,-437.13,1.94,-3.79,24.36,8.86,3.37,27.88,26.52,3.4,-214.61,-1041.31,-1041.87,6.73,-6.17,5,0.32,22.43,25.47,24.43,43.68,-0.72,-46.69,-46.74,0.43,-0.38,7.96,54.77,-75,6,5.6,8.02,8.09,0.66,-17.34,5.31,-21.48,-21.53,0.32,-0.28,5.47,40.16
best_model_3528,6.47638877419279,3.43,43.75,30.25,1.52,-279.21,108.53,106.4,5.69,-3.56,20.3,5.08,4.69,41.23,31.81,4.06,-231.49,-493.24,-496.2,7.83,-4.88,6.72,2.26,22.95,26.08,24.9,41.58,-0.38,-74.55,-74.55,0.42,-0.42,8.03,55.61,-80,5,5.87,8.22,8.33,0.82,-17.82,5.51,-20.89,-20.86,0.24,-0.27,5.5,40.42
best_model_3529,8.02542603025206,2.65,41.85,29.8,2.18,-69.12,-644.41,-645.83,5.05,-3.62,24.44,14.4,3.54,43.05,36.04,3.98,8.28,-87.16,-93.13,6.29,-0.32,6.64,4.44,23.06,25.96,25,37.28,-1.29,-129.24,-129.21,0.34,-0.36,7.94,54.39,-80,1,6.11,8.33,8.51,-1.74,-16.62,5.47,-21.23,-21.21,0.24,-0.27,5.46,39.92
best_model_353,13.4843526298472,0.56,1.02,3.32,-0.68,-0.18,-39.63,-41.18,2.22,-0.66,2.4,-5.7,2.2,4.59,2.5,0.08,5.36,7.56,5.8,1.84,-0.08,1.84,-2.6,6.07,6.52,6.55,52.16,-2.43,-33.34,-33.41,0.26,-0.19,1.12,8.28,5,0,4.28,4.25,4.47,27.44,-0.46,1.18,-4.54,-4.59,0.14,-0.1,0.77,5.48
best_model_3530,8.71967518487799,6.25,56.19,33.65,3.06,-213.56,-1098.5,-1100.65,6.24,-4.09,27.06,13.6,2.36,38.46,31.5,2.14,-231.27,1160.63,1155.08,7.7,-2.15,11.72,2.08,21.18,24.11,23.08,37.94,-0.3,-44.17,-44.14,0.34,-0.37,7.86,54.62,-83,1,5.76,7.95,8.09,0.52,-17.62,5.5,-21.92,-21.89,0.25,-0.28,5.42,40.02
best_model_3531,8.0395099537228,7.38,70.59,44.34,5.26,-230.94,-4786.83,-4792.83,9.16,-3.15,23.7,10.72,9.19,66.25,46.43,4.92,-68.07,-1635.89,-1643.86,8.48,-0.51,5.32,-0.8,22.63,25.68,24.62,39.98,-1.17,-103.26,-103.26,0.4,-0.4,7.82,53.92,-78,-3,5.67,7.99,8.03,0.16,-16.5,5.67,-24.36,-24.31,0.23,-0.27,5.41,40.03
best_model_3532,5.39696751925506,-2.38,0.84,5.47,-0.36,2.15,6.43,4.77,1.68,-0.02,1.02,-2.66,-1.94,-5.93,-1.44,-0.46,3.74,-2.32,-2.32,0,0,0.86,-2.44,13.18,13.99,13.59,79.92,-4.18,16.93,16.71,0.38,-0.16,4.4,36.65,6,-4,6.31,7.54,6.92,49.5,-0.83,1.75,-5.08,-5.21,0.23,-0.1,3.48,28.06
best_model_3533,6.18198221797755,1.3,11.59,8.58,1.84,3.05,38.09,36.46,1.65,-0.02,4.36,4.08,1.22,0.8,0.49,1.32,4.93,0.01,0.01,0,0,2.9,2.84,12.21,13.06,12.77,61.82,-3.2,-4.33,-4.5,0.34,-0.17,4.11,33.06,8,2,6.82,8.01,7.38,42.96,-0.81,1.66,-6.05,-6.18,0.23,-0.11,3.41,26.4
best_model_3534,5.30007496549292,-1.4,7.21,3.43,-1.62,1.46,4.21,2.59,1.67,-0.05,2.3,-5,-0.76,-0.06,0.22,-0.78,3.84,-2.02,-2.02,0,0,2.3,-1.7,13.03,13.93,13.52,66.52,-3.02,7.92,7.71,0.35,-0.14,4.22,33.87,7,-2,6.24,7.32,6.76,41.14,-0.8,1.72,-5.72,-5.81,0.19,-0.1,3.34,25.88
best_model_3535,5.39696751925506,9.2,28.5,21.14,5.18,-16.92,-192.14,-195.27,5.08,-1.96,3.38,-0.64,1.9,16.57,8.28,1.28,2.75,-1.23,-1.62,0.48,-0.09,1.46,-0.2,23.93,26,25.54,165.5,-11.91,12.99,12.8,0.48,-0.29,10.54,93.4,-6,0,11.91,13.8,13.43,100.6,-7.46,4.36,-10.56,-10.76,0.38,-0.18,8.62,73.3
